INSERT INTO BUSSCHEDULE VALUES ('SE0001', 'R004', 'D009', 'FBG6123', TO_DATE('01-JAN-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0122', 'R005', 'D015', 'ILD8716', TO_DATE('28-FEB-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:31', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0123', 'R007', 'D030', 'OHI2258', TO_DATE('28-FEB-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:28', 'HH24:MI'), 'DELAYED', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0124', 'R003', 'D017', 'JKE9495', TO_DATE('28-FEB-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:30', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0125', 'R008', 'D002', 'CJF1753', TO_DATE('01-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:52', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE0126', 'R006', 'D030', 'FBG6123', TO_DATE('01-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:52', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0127', 'R007', 'D019', 'HGA1514', TO_DATE('02-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:45', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0128', 'R001', 'D020', 'HBD9947', TO_DATE('02-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:38', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE0129', 'R006', 'D025', 'FBG6123', TO_DATE('03-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:17', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0130', 'R005', 'D019', 'HLL5666', TO_DATE('03-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:31', 'HH24:MI'), 'ON TIME', 37);
INSERT INTO BUSSCHEDULE VALUES ('SE0131', 'R001', 'D006', 'HNF8387', TO_DATE('03-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:36', 'HH24:MI'), 'ON TIME', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0132', 'R004', 'D020', 'HBD9947', TO_DATE('03-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:51', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0133', 'R008', 'D009', 'FMA5211', TO_DATE('04-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('12:30', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0134', 'R009', 'D031', 'BCN4749', TO_DATE('04-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('12:38', 'HH24:MI'), 'ON TIME', 9);
INSERT INTO BUSSCHEDULE VALUES ('SE0135', 'R002', 'D003', 'CIH6968', TO_DATE('04-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:10', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0136', 'R009', 'D013', 'GIH5437', TO_DATE('04-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:48', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0137', 'R007', 'D033', 'HBD9947', TO_DATE('05-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('12:27', 'HH24:MI'), 'DELAYED', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0138', 'R003', 'D022', 'LHI8711', TO_DATE('06-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:49', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0139', 'R001', 'D010', 'EAK2589', TO_DATE('07-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:31', 'HH24:MI'), 'DELAYED', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0140', 'R004', 'D026', 'ILD8716', TO_DATE('07-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:34', 'HH24:MI'), 'ON TIME', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE0141', 'R007', 'D025', 'KLM1684', TO_DATE('07-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:46', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0142', 'R006', 'D012', 'CJF1753', TO_DATE('07-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:52', 'HH24:MI'), 'DELAYED', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0143', 'R009', 'D010', 'JKE9495', TO_DATE('09-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:26', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0144', 'R004', 'D038', 'ELJ4854', TO_DATE('09-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:21', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE0145', 'R005', 'D032', 'OHI2258', TO_DATE('09-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:23', 'HH24:MI'), 'DELAYED', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0146', 'R004', 'D001', 'HNF8387', TO_DATE('09-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:17', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE0147', 'R003', 'D001', 'CIH6968', TO_DATE('10-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:28', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0148', 'R002', 'D025', 'KLM1684', TO_DATE('11-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:30', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0149', 'R004', 'D016', 'JKE9495', TO_DATE('11-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:44', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0150', 'R007', 'D035', 'CJF1753', TO_DATE('11-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:58', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0151', 'R005', 'D025', 'HNF8387', TO_DATE('11-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:17', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE0152', 'R002', 'D031', 'CIH6968', TO_DATE('12-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('12:54', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0153', 'R001', 'D021', 'CJF1753', TO_DATE('12-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:48', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0154', 'R003', 'D035', 'FMA5211', TO_DATE('13-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:17', 'HH24:MI'), 'DELAYED', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0155', 'R005', 'D022', 'EAK2589', TO_DATE('13-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:25', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0156', 'R004', 'D024', 'HBD9947', TO_DATE('13-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:17', 'HH24:MI'), 'ON TIME', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0157', 'R004', 'D011', 'KCD9945', TO_DATE('14-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('13:42', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0158', 'R006', 'D037', 'MKE1591', TO_DATE('16-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:43', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE0159', 'R004', 'D038', 'FGD4177', TO_DATE('16-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:19', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE0160', 'R003', 'D019', 'KOE8352', TO_DATE('16-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:37', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0161', 'R010', 'D016', 'KCD9945', TO_DATE('16-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:55', 'HH24:MI'), 'ON TIME', 7);
INSERT INTO BUSSCHEDULE VALUES ('SE0162', 'R002', 'D005', 'JLG8441', TO_DATE('18-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:41', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0163', 'R005', 'D009', 'HNF8387', TO_DATE('18-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:49', 'HH24:MI'), 'ON TIME', 26);
INSERT INTO BUSSCHEDULE VALUES ('SE0164', 'R009', 'D007', 'AOI9521', TO_DATE('18-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:53', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0165', 'R005', 'D003', 'KJB8298', TO_DATE('18-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:22', 'HH24:MI'), 'DELAYED', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE0166', 'R006', 'D033', 'HNF8387', TO_DATE('19-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:29', 'HH24:MI'), 'DELAYED', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0167', 'R003', 'D003', 'CGI2532', TO_DATE('19-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:55', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0168', 'R006', 'D006', 'FCG2912', TO_DATE('20-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('12:36', 'HH24:MI'), 'DELAYED', 26);
INSERT INTO BUSSCHEDULE VALUES ('SE0169', 'R004', 'D030', 'EAK2589', TO_DATE('20-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:52', 'HH24:MI'), 'CANCELLED', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0170', 'R008', 'D040', 'LOG2731', TO_DATE('20-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:47', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE0171', 'R003', 'D029', 'ELJ4854', TO_DATE('21-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('13:19', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE0172', 'R005', 'D029', 'HBD9947', TO_DATE('22-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('12:27', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0173', 'R010', 'D018', 'OHI2258', TO_DATE('22-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:28', 'HH24:MI'), 'ON TIME', 3);
INSERT INTO BUSSCHEDULE VALUES ('SE0174', 'R006', 'D003', 'ELJ4854', TO_DATE('22-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:11', 'HH24:MI'), 'DELAYED', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE0175', 'R009', 'D018', 'BCN4749', TO_DATE('22-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:54', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE0176', 'R003', 'D033', 'HGG3653', TO_DATE('23-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:27', 'HH24:MI'), 'ON TIME', 7);
INSERT INTO BUSSCHEDULE VALUES ('SE0177', 'R002', 'D016', 'KOE8352', TO_DATE('23-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:42', 'HH24:MI'), 'DELAYED', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0178', 'R004', 'D015', 'EAK2589', TO_DATE('23-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:46', 'HH24:MI'), 'CANCELLED', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE0179', 'R005', 'D037', 'GIH5437', TO_DATE('25-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:36', 'HH24:MI'), 'ON TIME', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0180', 'R004', 'D018', 'KLM1684', TO_DATE('25-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:41', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0181', 'R008', 'D025', 'OHI2258', TO_DATE('25-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:46', 'HH24:MI'), 'CANCELLED', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0182', 'R004', 'D009', 'FBG6123', TO_DATE('25-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:52', 'HH24:MI'), 'CANCELLED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE0183', 'R007', 'D011', 'FMA5211', TO_DATE('26-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:36', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0184', 'R005', 'D008', 'BCN4749', TO_DATE('26-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:37', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE0185', 'R009', 'D006', 'HBD9947', TO_DATE('26-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:50', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0186', 'R002', 'D033', 'FCG2912', TO_DATE('26-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:52', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0187', 'R008', 'D014', 'CGI2532', TO_DATE('27-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('10:47', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0188', 'R006', 'D019', 'CJF1753', TO_DATE('27-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:10', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0189', 'R010', 'D028', 'HLL5666', TO_DATE('27-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:48', 'HH24:MI'), 'ON TIME', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE0190', 'R001', 'D040', 'HNF8387', TO_DATE('27-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:50', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE0191', 'R002', 'D039', 'KJB8298', TO_DATE('28-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('13:27', 'HH24:MI'), 'DELAYED', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE0192', 'R008', 'D012', 'JLG8441', TO_DATE('28-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:30', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE0193', 'R008', 'D016', 'CGI2532', TO_DATE('29-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:47', 'HH24:MI'), 'DELAYED', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0194', 'R001', 'D025', 'IDO7977', TO_DATE('30-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:59', 'HH24:MI'), 'ON TIME', 8);
INSERT INTO BUSSCHEDULE VALUES ('SE0195', 'R010', 'D015', 'LOG2731', TO_DATE('30-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:15', 'HH24:MI'), 'DELAYED', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE0196', 'R001', 'D031', 'HGA1514', TO_DATE('30-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:55', 'HH24:MI'), 'DELAYED', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0197', 'R004', 'D022', 'BCN4749', TO_DATE('30-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:57', 'HH24:MI'), 'ON TIME', 6);
INSERT INTO BUSSCHEDULE VALUES ('SE0198', 'R003', 'D003', 'CGI2532', TO_DATE('31-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:25', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE0199', 'R004', 'D002', 'HLL5666', TO_DATE('31-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:57', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE0200', 'R005', 'D009', 'FMA5211', TO_DATE('31-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:58', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0201', 'R002', 'D022', 'FGD4177', TO_DATE('31-MAR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:59', 'HH24:MI'), 'DELAYED', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE0202', 'R005', 'D039', 'HGA1514', TO_DATE('01-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('12:57', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0203', 'R003', 'D029', 'JLG8441', TO_DATE('01-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:43', 'HH24:MI'), 'DELAYED', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE0204', 'R007', 'D020', 'ELJ4854', TO_DATE('01-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:44', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE0205', 'R002', 'D039', 'KJB8298', TO_DATE('01-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:54', 'HH24:MI'), 'ON TIME', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE0206', 'R010', 'D031', 'FCG2912', TO_DATE('02-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:43', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE0207', 'R004', 'D031', 'FBG6123', TO_DATE('03-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('10:42', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0208', 'R005', 'D018', 'CIH6968', TO_DATE('05-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:21', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0209', 'R006', 'D005', 'HGA1514', TO_DATE('05-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:37', 'HH24:MI'), 'DELAYED', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0210', 'R007', 'D006', 'BAJ1333', TO_DATE('06-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:45', 'HH24:MI'), 'ON TIME', 33);
INSERT INTO BUSSCHEDULE VALUES ('SE0211', 'R001', 'D025', 'CJF1753', TO_DATE('06-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('16:14', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0212', 'R009', 'D008', 'IDO7977', TO_DATE('07-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('19:24', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE0213', 'R006', 'D028', 'HGA1514', TO_DATE('08-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:24', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0214', 'R005', 'D017', 'KCD9945', TO_DATE('08-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:48', 'HH24:MI'), 'DELAYED', 7);
INSERT INTO BUSSCHEDULE VALUES ('SE0215', 'R008', 'D022', 'FCG2912', TO_DATE('08-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:56', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0216', 'R010', 'D020', 'HLL5666', TO_DATE('08-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:23', 'HH24:MI'), 'ON TIME', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE0217', 'R010', 'D001', 'BAJ1333', TO_DATE('10-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:47', 'HH24:MI'), 'ON TIME', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE0218', 'R007', 'D037', 'HBD9947', TO_DATE('11-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:54', 'HH24:MI'), 'ON TIME', 27);
INSERT INTO BUSSCHEDULE VALUES ('SE0219', 'R002', 'D030', 'CJF1753', TO_DATE('12-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('11:14', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE0220', 'R007', 'D015', 'LHI8711', TO_DATE('12-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('13:12', 'HH24:MI'), 'DELAYED', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0221', 'R001', 'D028', 'FBG6123', TO_DATE('12-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:52', 'HH24:MI'), 'CANCELLED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE0222', 'R010', 'D017', 'GIH5437', TO_DATE('12-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:56', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE0223', 'R003', 'D037', 'JLG8441', TO_DATE('13-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:18', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE0224', 'R006', 'D013', 'KLM1684', TO_DATE('13-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:28', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0225', 'R004', 'D005', 'JKE9495', TO_DATE('13-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:41', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE0226', 'R001', 'D039', 'OHI2258', TO_DATE('13-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'DELAYED', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE0227', 'R007', 'D013', 'OHI2258', TO_DATE('14-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:45', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE0228', 'R004', 'D020', 'KJB8298', TO_DATE('14-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:47', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE0229', 'R001', 'D008', 'LHI8711', TO_DATE('14-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('21:34', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE0230', 'R010', 'D005', 'IDO7977', TO_DATE('15-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:24', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE0231', 'R005', 'D028', 'FGD4177', TO_DATE('15-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:40', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE0232', 'R001', 'D040', 'BAJ1333', TO_DATE('15-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:42', 'HH24:MI'), 'ON TIME', 33);
INSERT INTO BUSSCHEDULE VALUES ('SE0233', 'R007', 'D005', 'KOE8352', TO_DATE('15-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:52', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE0234', 'R008', 'D012', 'ELJ4854', TO_DATE('16-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('17:30', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE0235', 'R002', 'D019', 'FMA5211', TO_DATE('17-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('14:35', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE0236', 'R005', 'D001', 'MKE1591', TO_DATE('17-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:42', 'HH24:MI'), 'ON TIME', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE0237', 'R004', 'D018', 'FCG2912', TO_DATE('17-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:57', 'HH24:MI'), 'ON TIME', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE0238', 'R001', 'D027', 'JKE9495', TO_DATE('17-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:58', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0239', 'R002', 'D038', 'HLL5666', TO_DATE('18-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('12:21', 'HH24:MI'), 'DELAYED', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE0240', 'R004', 'D015', 'MKE1591', TO_DATE('18-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('18:34', 'HH24:MI'), 'ON TIME', 27);
INSERT INTO BUSSCHEDULE VALUES ('SE0241', 'R007', 'D028', 'KJB8298', TO_DATE('18-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:40', 'HH24:MI'), 'ON TIME', 31);
INSERT INTO BUSSCHEDULE VALUES ('SE0242', 'R009', 'D006', 'LHI8711', TO_DATE('18-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('20:49', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE0243', 'R010', 'D027', 'FBG6123', TO_DATE('19-APR-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('15:38', 'HH24:MI'), 'DELAYED', 13);
