INSERT INTO TRANSACTION VALUES ('T00001', 'M1416', TO_DATE('01-Dec-2017', 'DD/MM/YYYY'), 49.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00183', 'M0523', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 47.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00184', 'M0241', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 77.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00185', 'M0359', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 23.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00186', 'M0687', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 73.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00187', 'M0700', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 23.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00188', 'M0252', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 43.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00189', 'M0898', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 26.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00190', 'M0251', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 18.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00191', 'M1480', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 50.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00192', 'M0003', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 112.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00193', 'M0213', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 58.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00194', 'M1184', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 130.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00195', 'M1289', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 44.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00196', 'M1188', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 10.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00197', 'M0024', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 63.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00198', 'M1257', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 26.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00199', 'M0459', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 76.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00200', 'M0743', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 71.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00201', 'M0519', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 137.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00202', 'M0467', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 32.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00203', 'M1225', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 97.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00204', 'M0253', TO_DATE('07-Dec-2017', 'DD/MM/YYYY'), 67.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00205', 'M0413', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 70.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00206', 'M0588', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 58.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00207', 'M0706', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 49.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00208', 'M1410', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 60.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00209', 'M0316', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00210', 'M0266', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 47.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00211', 'M0558', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 80.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00212', 'M0327', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 118.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00213', 'M1170', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 124.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00214', 'M1397', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 11.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00215', 'M0418', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 61.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00216', 'M1063', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 86.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00217', 'M1056', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 10.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00218', 'M0401', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 26.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00219', 'M0474', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 46.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00220', 'M1387', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 142.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00221', 'M0202', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 83.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00222', 'M0570', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 129.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00223', 'M1394', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 10.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00224', 'M0343', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 94.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00225', 'M1300', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 10.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00226', 'M1401', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 134.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00227', 'M0995', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 22.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00228', 'M0314', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 58.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00229', 'M1360', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 138.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00230', 'M0562', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 66.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00231', 'M0221', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 11.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00232', 'M1093', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 52.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00233', 'M0918', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 11.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00234', 'M1274', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 174.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00235', 'M0989', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 82.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00236', 'M0085', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 94.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00237', 'M0937', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 80.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00238', 'M1272', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 38.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00239', 'M0351', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 58.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00240', 'M0984', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 32.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00241', 'M0508', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 23.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00242', 'M0910', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 24.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00243', 'M0540', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 198.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00244', 'M0157', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 180.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00245', 'M0573', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 14.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00246', 'M0974', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 52.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00247', 'M0382', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 37.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00248', 'M1322', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 50.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00249', 'M0978', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 108.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00250', 'M0138', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 73.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00251', 'M1096', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 108.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00252', 'M0324', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 26.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00253', 'M0586', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 154.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00254', 'M1186', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 43.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00255', 'M1033', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 65.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00256', 'M1413', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 15.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00257', 'M1188', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 36.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00258', 'M0391', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 41.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00259', 'M0655', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 76.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00260', 'M1468', TO_DATE('08-Dec-2017', 'DD/MM/YYYY'), 90.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00261', 'M0518', TO_DATE('09-Dec-2017', 'DD/MM/YYYY'), 77.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00262', 'M0680', TO_DATE('09-Dec-2017', 'DD/MM/YYYY'), 80.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00263', 'M0403', TO_DATE('09-Dec-2017', 'DD/MM/YYYY'), 107.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00264', 'M0562', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 106.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00265', 'M0101', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 46.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00266', 'M0993', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 61.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00267', 'M1408', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 71.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00268', 'M0491', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 77.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00269', 'M0642', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 120.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00270', 'M0646', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 58.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00271', 'M1179', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 96.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00272', 'M0205', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 32.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00273', 'M1410', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 44.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00274', 'M0093', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 231.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00275', 'M0969', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00276', 'M0445', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 42.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00277', 'M1190', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 29.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00278', 'M1114', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 69.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00279', 'M0059', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 47.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00280', 'M1070', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 59.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00281', 'M0586', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 34.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00282', 'M1397', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 79.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00283', 'M0787', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 44.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00284', 'M1479', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 71.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00285', 'M1041', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 93.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00286', 'M0172', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 40.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00287', 'M0733', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 34.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00288', 'M0135', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 39.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00289', 'M1180', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 48.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00290', 'M0268', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 93.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00291', 'M1297', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 69.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00292', 'M0393', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 59.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00293', 'M0496', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 85.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00294', 'M1327', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 33.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00295', 'M0040', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 177.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00296', 'M1015', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 73.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00297', 'M1117', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 148.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00298', 'M0418', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 87.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00299', 'M1040', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 23.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00300', 'M1196', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 107.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00301', 'M0352', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 31.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00302', 'M1060', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 70.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00303', 'M0945', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 35.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00304', 'M1470', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 37.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00305', 'M1435', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 15.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00306', 'M0602', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 58.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00307', 'M0274', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 70.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00308', 'M0559', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 98.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00309', 'M1072', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 73.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00310', 'M0313', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 15.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00311', 'M0471', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 55.1, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00312', 'M1410', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 16.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00313', 'M0094', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 105.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00314', 'M1325', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 138.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00315', 'M0366', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 124.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00316', 'M1478', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 47.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00317', 'M0715', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 84.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00318', 'M0524', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 98.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00319', 'M0822', TO_DATE('10-Dec-2017', 'DD/MM/YYYY'), 95.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00320', 'M0295', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00321', 'M0862', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 66.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00322', 'M0058', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 135.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00323', 'M0676', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 123.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00324', 'M1480', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 102.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00325', 'M1224', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 77.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00326', 'M0961', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 26.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00327', 'M1363', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 47.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00328', 'M1494', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 61.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00329', 'M0918', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 91.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00330', 'M0816', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 48.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00331', 'M0954', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 48.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00332', 'M0433', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 33.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00333', 'M1438', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 129.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00334', 'M0490', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 86.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00335', 'M0999', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 168.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00336', 'M0400', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 31.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00337', 'M0557', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 99.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00338', 'M1117', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00339', 'M0087', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 94.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00340', 'M1352', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 16.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00341', 'M0858', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 65.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00342', 'M0136', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 36.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00343', 'M1425', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 44.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00344', 'M0033', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 61.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00345', 'M0325', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 79.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00346', 'M0956', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 144.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00347', 'M0069', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 122.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00348', 'M0806', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 104.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00349', 'M0766', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 11.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00350', 'M1103', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 151.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00351', 'M0533', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 162.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00352', 'M0591', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 122.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00353', 'M1002', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 15.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00354', 'M0176', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 45.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00355', 'M0822', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 37.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00356', 'M1438', TO_DATE('11-Dec-2017', 'DD/MM/YYYY'), 37.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00357', 'M1362', TO_DATE('12-Dec-2017', 'DD/MM/YYYY'), 48.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00358', 'M1443', TO_DATE('12-Dec-2017', 'DD/MM/YYYY'), 67.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T00359', 'M1483', TO_DATE('12-Dec-2017', 'DD/MM/YYYY'), 29.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00360', 'M0027', TO_DATE('12-Dec-2017', 'DD/MM/YYYY'), 70.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T00361', 'M0651', TO_DATE('12-Dec-2017', 'DD/MM/YYYY'), 73.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00362', 'M1208', TO_DATE('12-Dec-2017', 'DD/MM/YYYY'), 108.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T00363', 'M0040', TO_DATE('12-Dec-2017', 'DD/MM/YYYY'), 62.6, 'Online Banking');
